http://dbpedia.org/property/ethnicity,count,adjective
http://dbpedia.org/resource/Terengganurian_people,1,
http://dbpedia.org/resource/Finland_Swedes,1,
http://dbpedia.org/resource/Tanchangya_people,1,
http://dbpedia.org/resource/Mundu_people,1,
http://dbpedia.org/resource/Thổ_people,1,
Cornish,1,
http://dbpedia.org/resource/Djerimanga,1,
Arab-Berber,1,
http://dbpedia.org/resource/Pitcairn_Islanders,1,
Campanians,1,
18.4,1,
http://dbpedia.org/resource/Kusasi_people,1,
60000,1,
http://dbpedia.org/resource/Warumungu_people,1,
http://dbpedia.org/resource/Sinyar_people,1,
2930,1,
http://dbpedia.org/resource/Sichuanese_people,1,
http://dbpedia.org/resource/Tampuan_people,1,
http://dbpedia.org/resource/H're_people,1,
52000,1,
http://dbpedia.org/resource/Embera-Wounaan,1,
http://dbpedia.org/resource/Bakongo,1,
Yasa and Pygmies,1,
http://dbpedia.org/resource/Batanga_people,1,
http://dbpedia.org/resource/Mbewum,1,
2828,1,
http://dbpedia.org/resource/Huarijio_people,1,
http://dbpedia.org/resource/Oku_people,1,
http://dbpedia.org/resource/Wadiri,1,
http://dbpedia.org/resource/Äynu_people,1,
http://dbpedia.org/resource/Armenian_Americans,1,
"Vagciriku, Vamanyo, Vashambyu",1,
Boonwurrung,1,
http://dbpedia.org/resource/Lohorung_people,1,
Germans ;,1,
http://dbpedia.org/resource/Padam_people,1,
http://dbpedia.org/resource/Elymians,1,
930,1,
Kwegu,1,
http://dbpedia.org/resource/Losso_people,1,
http://dbpedia.org/resource/Danggali_people,1,
http://dbpedia.org/resource/Yaygir_people,1,
http://dbpedia.org/resource/Anāl_Naga_people,1,
http://dbpedia.org/resource/Rodiya,1,
http://dbpedia.org/resource/Gudanji,1,
http://dbpedia.org/resource/Surigaonon_people,1,
http://dbpedia.org/resource/Malto_people,1,
55,1,
http://dbpedia.org/resource/Mal_Paharia_people,1,
http://dbpedia.org/resource/Zomi_people,1,
Not ethnic dialect,1,
http://dbpedia.org/resource/Asan_people,1,
Dijim people,1,
http://dbpedia.org/resource/Corsi_people,1,
German & Italian,1,
Bandumu,1,
http://dbpedia.org/resource/Wiyot,1,
510,1,
http://dbpedia.org/resource/Pakistan,1,
http://dbpedia.org/resource/Gorani_people,1,
http://dbpedia.org/resource/Amorites,1,
http://dbpedia.org/resource/Kapampangan_people,1,
http://dbpedia.org/resource/Yakan_people,1,
http://dbpedia.org/resource/Methow_people,1,
Primarily Native-American,1,
http://dbpedia.org/resource/Karo_people_(Indonesia),1,
860,1,
http://dbpedia.org/resource/Guaymí_people,1,
http://dbpedia.org/resource/Nyangumarta_people,1,
http://dbpedia.org/resource/Siuslaw_people,1,
http://dbpedia.org/resource/Kelantanese_Malay_people,1,
http://dbpedia.org/resource/People_of_Assam,1,
http://dbpedia.org/resource/Knickerbocker_Dutch,1,
http://dbpedia.org/resource/Puroik_people,1,
http://dbpedia.org/resource/Badjiri,1,
"Rajbongshi, Bengali, Deshi, Nashya-Sheikh, Rangpuri, Assamese",1,
http://dbpedia.org/resource/Masbateño_people,1,
http://dbpedia.org/resource/Peranakan_Chinese,1,
http://dbpedia.org/resource/Wongkamala,1,
http://dbpedia.org/resource/Wathaurong_people,1,
"White 98.2%, Asian 0.8%, Mixed 0.7%, Black 0.2%, Other 0.1%",1,
http://dbpedia.org/resource/Piro_Pueblo,1,
1660,1,
http://dbpedia.org/resource/Matumbi_people,1,
3410,1,
Daza people/Gouran people,1,
http://dbpedia.org/resource/Baduy_people,1,
http://dbpedia.org/resource/Yeniseian_people,1,
http://dbpedia.org/resource/Taiwanese_aborigines,1,
http://dbpedia.org/resource/Konkow,1,
http://dbpedia.org/resource/Tigre_people,1,
http://dbpedia.org/resource/Jino_people,1,
http://dbpedia.org/resource/Luo_people,1,
http://dbpedia.org/resource/Wayana_people,1,
"Barasana, Eduria",1,
http://dbpedia.org/resource/Gutian_people,1,
Limilngan,1,
http://dbpedia.org/resource/Amanayé_people,1,
http://dbpedia.org/resource/Hamar_people,1,
http://dbpedia.org/resource/Selkup_people,1,
http://dbpedia.org/resource/Dorasque_people,1,
11100,1,
http://dbpedia.org/resource/Rakkaia,1,
http://dbpedia.org/resource/Ot_Danum_people,1,
Karani,1,
http://dbpedia.org/resource/Tirma_people,1,
Babole,1,
http://dbpedia.org/resource/Tabasaran_people,1,
http://dbpedia.org/resource/Tututni_people,1,
5680,1,
5100,1,
http://dbpedia.org/resource/Iban_people,1,
http://dbpedia.org/resource/Kalami_people,1,
http://dbpedia.org/resource/Livonians,1,
http://dbpedia.org/resource/Bwile_people,1,
Brahmin,1,
Shetlanders,1,
http://dbpedia.org/resource/Arrernte_people,1,
300,1,
http://dbpedia.org/resource/Mangala_people,1,
http://dbpedia.org/resource/Ogoni_people,1,
Kashubians and Poles,1,
http://dbpedia.org/resource/Orma_people,1,
107000,1,
http://dbpedia.org/resource/Alagwa_people,1,
http://dbpedia.org/resource/Kuku_Nyungkal_people,1,
http://dbpedia.org/resource/Ese_Ejja_people,1,
http://dbpedia.org/resource/Blaan_people,1,
http://dbpedia.org/resource/Alak_people,1,
http://dbpedia.org/resource/Prussian_Lithuanians,1,
655372,1,
http://dbpedia.org/resource/Sicilians,1,
http://dbpedia.org/resource/Mabuiag,1,
http://dbpedia.org/resource/Dagaaba_people,1,
http://dbpedia.org/resource/Twa,1,
http://dbpedia.org/resource/Jarildekald_people,1,
"Various, see: Demographics of New York City",1,
http://dbpedia.org/resource/Ghomara_people,1,
http://dbpedia.org/resource/Lunguda_people,1,
http://dbpedia.org/resource/Americo-Liberians,1,
http://dbpedia.org/resource/Daii_people,1,
http://dbpedia.org/resource/Nauruans,1,
http://dbpedia.org/resource/Kachin_people,1,
http://dbpedia.org/resource/Marringarr,1,
http://dbpedia.org/resource/Assyrian,1,
http://dbpedia.org/resource/Bongo_people_(South_Sudan),1,
Pech,1,
28000,1,
http://dbpedia.org/resource/Putian_people,1,
English–Romanian,1,
http://dbpedia.org/resource/Kuikuro_people,1,
Malay,1,
http://dbpedia.org/resource/Hlai_people,1,
http://dbpedia.org/resource/Bailgu,1,
http://dbpedia.org/resource/Italian_Americans,1,
http://dbpedia.org/resource/Scandinavia,1,
http://dbpedia.org/resource/Marra_people,1,
http://dbpedia.org/resource/Majang_people,1,
97.2,1,
http://dbpedia.org/resource/Aringa_people,1,
http://dbpedia.org/resource/Efutu_people,1,
Judaeo-converso Hispanic[[#1,1,
"Slovenes, slovenized Germans",1,
http://dbpedia.org/resource/Afro-Curaçaoans,1,
"Dilling people, Debri people",1,
http://dbpedia.org/resource/Calchaquí,1,
http://dbpedia.org/resource/Mudbura,1,
http://dbpedia.org/resource/Kpelle_people,1,
http://dbpedia.org/resource/Oaxaca_Chontal_people,1,
Chinali,1,
http://dbpedia.org/resource/Argentines,1,
http://dbpedia.org/resource/Esselen_people,1,
http://dbpedia.org/resource/Damara_people,1,
http://dbpedia.org/resource/Madngella,1,
Australian Aboriginal people,1,
http://dbpedia.org/resource/Great_Andamanese_people,1,
http://dbpedia.org/resource/Kara_people,1,
8900,1,
Chinese and Korean,1,
http://dbpedia.org/resource/Yali_people,1,
http://dbpedia.org/resource/Tai_Dam_people,1,
http://dbpedia.org/resource/Ngajanji,1,
Danzig Prussians,1,
http://dbpedia.org/resource/Kabardians,1,
Syldavian people,1,
http://dbpedia.org/resource/Silesians,1,
http://dbpedia.org/resource/Nzema_people,1,
http://dbpedia.org/resource/Tira_people,1,
http://dbpedia.org/resource/Mamu_people,1,
http://dbpedia.org/resource/Macushi_people,1,
http://dbpedia.org/resource/Bena_people,1,
http://dbpedia.org/resource/Ingalkoyyu_people,1,
http://dbpedia.org/resource/Sefwi_people,1,
http://dbpedia.org/resource/Djaŋu,1,
http://dbpedia.org/resource/Madheshi_people,1,
http://dbpedia.org/resource/Thari_people,1,
http://dbpedia.org/resource/Matlatzinca_people,1,
http://dbpedia.org/resource/Wulpura,1,
http://dbpedia.org/resource/Tucano_people,1,
Hausa /Hausawa,1,
http://dbpedia.org/resource/Senoi,1,
http://dbpedia.org/resource/Yirrganydji,1,
http://dbpedia.org/resource/Karay-a_people,1,
http://dbpedia.org/resource/Wagiman,1,
"Toala, Luwu",1,
http://dbpedia.org/resource/Bonerate_people,1,
http://dbpedia.org/resource/Karamojong_people,1,
3340,1,
Bengali,1,
http://dbpedia.org/resource/Apatani_people,1,
http://dbpedia.org/resource/Budu_people,1,
http://dbpedia.org/resource/Mro-Khimi_people,1,
Hitchiti,1,
http://dbpedia.org/resource/Kabarday,1,
http://dbpedia.org/resource/Tektitek_people,1,
http://dbpedia.org/resource/Eora,1,
http://dbpedia.org/resource/Kannada_people,1,
http://dbpedia.org/resource/Makury_Naga,1,
http://dbpedia.org/resource/Comanche_people,1,
http://dbpedia.org/resource/Wangkangurru,1,
"Kambari, mostly Cipu",1,
http://dbpedia.org/resource/Ukit_people,1,
http://dbpedia.org/resource/New_Zealanders,1,
http://dbpedia.org/resource/Kaningi_people,1,
7680,1,
http://dbpedia.org/resource/Kazakhs,1,
http://dbpedia.org/resource/Kresh_people,1,
http://dbpedia.org/resource/Hehe_people,1,
http://dbpedia.org/resource/Bariba_people,1,
http://dbpedia.org/resource/Selk'nam_people,1,
"European Canadian, Palestian Canadian, Iranian-Canadian and Indo-Canadian",1,
http://dbpedia.org/resource/Tsakhurs,1,
Northwestern and Southwestern tribes of Tasmanians,1,
http://dbpedia.org/resource/Teke_people,1,
http://dbpedia.org/resource/Jibana_people,1,
Guatemalteca,1,
"Oyster Bay, Big River, and Bruny tribes of Tasmanians",1,
http://dbpedia.org/resource/Bobo_people,1,
Niuean,1,
http://dbpedia.org/resource/Bagvalal_people,1,
http://dbpedia.org/resource/Adnyamathanha,1,
Predominantly Ukrainian Jews and Ukrainians,1,
http://dbpedia.org/resource/Puyuma_people,1,
6.8,1,
http://dbpedia.org/resource/Shors,1,
http://dbpedia.org/resource/Mungo_people,1,
http://dbpedia.org/resource/Kiliwa_people,1,
http://dbpedia.org/resource/Baling_Malay,1,
59.8,1,
http://dbpedia.org/resource/Jassic_people,1,
http://dbpedia.org/resource/O_Du_people,1,
http://dbpedia.org/resource/Giriama_people,1,
http://dbpedia.org/resource/Pemako,1,
http://dbpedia.org/resource/Greek_Cypriots,1,
http://dbpedia.org/resource/Munyoyaya,1,
http://dbpedia.org/resource/Kogi_people,1,
http://dbpedia.org/resource/Greek_people,1,
http://dbpedia.org/resource/Yindjibarndi,1,
http://dbpedia.org/resource/Yanesha'_people,1,
http://dbpedia.org/resource/Syriac_people,1,
http://dbpedia.org/resource/Aparai_people,1,
http://dbpedia.org/resource/Caipira,1,
http://dbpedia.org/resource/Kharia_people,1,
http://dbpedia.org/resource/Lovale,1,
0.67,1,
http://dbpedia.org/resource/Lambya_people,1,
http://dbpedia.org/resource/Mehinako_people,1,
9350,1,
http://dbpedia.org/resource/Pakistanis,1,
http://dbpedia.org/resource/Gambian_Creole_people,1,
http://dbpedia.org/resource/Achagua_people,1,
Nonuya peoples,1,
Zomi and Chin,1,
http://dbpedia.org/resource/Babango,1,
http://dbpedia.org/resource/Bukharan_Jews,1,
1100,1,
http://dbpedia.org/resource/Halba_(tribe),1,
http://dbpedia.org/resource/Ngalia_(Northern_Territory),1,
1680,1,
97.9,1,
3300,1,
http://dbpedia.org/resource/Sukuma_people,1,
http://dbpedia.org/resource/Kungarakan_people,1,
2.9,1,
3105,1,
http://dbpedia.org/resource/Arapaho_people,1,
http://dbpedia.org/resource/Chuvash_people,1,
http://dbpedia.org/resource/Annang_people,1,
http://dbpedia.org/resource/Eyak_people,1,
Thai Malays,1,
http://dbpedia.org/resource/Parrintyi,1,
Calabrians,1,
http://dbpedia.org/resource/Yukaghirs,1,
http://dbpedia.org/resource/Kodava_people,1,
23,1,
http://dbpedia.org/resource/Belgians,1,
http://dbpedia.org/resource/Shanghainese_people,1,
http://dbpedia.org/resource/Orang_Pulo,1,
http://dbpedia.org/resource/Hyolmo_people,1,
16700,1,
http://dbpedia.org/resource/Luo_peoples,1,
http://dbpedia.org/resource/Tennet_people,1,
Danish-Norwegian,1,
http://dbpedia.org/resource/Djinba_people,1,
Predominantly African-American,1,
http://dbpedia.org/resource/Uduk_people,1,
http://dbpedia.org/resource/Witoto_peoples,1,
http://dbpedia.org/resource/Mendawai,1,
http://dbpedia.org/resource/Jabo_people,1,
http://dbpedia.org/resource/Luxembourgian_Americans,1,
http://dbpedia.org/resource/Kongu_Vellalar,1,
http://dbpedia.org/resource/Kalapuya_people,1,
Kuwaiti Ajams,1,
http://dbpedia.org/resource/Tai_Nua_people,1,
Vlachs,1,
http://dbpedia.org/resource/Ili_Turk_People,1,
Afrikaners,1,
2810,1,
5840,1,
http://dbpedia.org/resource/French_Canadian,1,
http://dbpedia.org/resource/Qabiao_people,1,
"Chemehuevi, Southern Paiute and Ute",1,
http://dbpedia.org/resource/Bilibil_people,1,
http://dbpedia.org/resource/M'Baka_people,1,
http://dbpedia.org/resource/Manbarra,1,
http://dbpedia.org/resource/Kora_people,1,
45,1,
Kurds,1,
http://dbpedia.org/resource/Dyirbal_people,1,
http://dbpedia.org/resource/Serbian,1,
http://dbpedia.org/resource/Nguburinji,1,
68000,1,
http://dbpedia.org/resource/Gujarat,1,
http://dbpedia.org/resource/Mardudunera,1,
"Italians as ""made men"" Arbereshe and other ethnicities as associates",1,
"Mangue, Chorotega, Monimbo",1,
http://dbpedia.org/resource/Mru_people,1,
http://dbpedia.org/resource/Nama_people,1,
95.4,1,
http://dbpedia.org/resource/Marakwet_people,1,
http://dbpedia.org/resource/Ruthenian_people,1,
89.7,1,
http://dbpedia.org/resource/Ngaku,1,
http://dbpedia.org/resource/Yandruwandha_people,1,
http://dbpedia.org/resource/Bura_people,1,
http://dbpedia.org/resource/Mboko_people,1,
http://dbpedia.org/resource/Hidatsa_people,1,
http://dbpedia.org/resource/Gan_people,1,
http://dbpedia.org/resource/Asa_people,1,
http://dbpedia.org/resource/Somali_Americans,1,
http://dbpedia.org/resource/Kluet_people,1,
http://dbpedia.org/resource/Huave_people,1,
http://dbpedia.org/resource/Saxons,1,
http://dbpedia.org/resource/Ngwa_people,1,
http://dbpedia.org/resource/Danish_minority_in_Southern_Schleswig,1,
"White, Native American",1,
http://dbpedia.org/resource/Baghdadi_Jews,1,
http://dbpedia.org/resource/Memons_(Kathiawar),1,
http://dbpedia.org/resource/Ngintait,1,
http://dbpedia.org/resource/Kirati,1,
Kango,1,
http://dbpedia.org/resource/Mehek_people,1,
Blang people in China and Loi people in Myanmar,1,
http://dbpedia.org/resource/Wailpi,1,
2220,1,
http://dbpedia.org/resource/Qauqaut_people,1,
http://dbpedia.org/resource/Montenegrins,1,
"Nguleretanani, Oyira, Owe",1,
http://dbpedia.org/resource/Mordvins,1,
http://dbpedia.org/resource/Kokota_(people),1,
http://dbpedia.org/resource/Warmians_(ethnic_group),1,
http://dbpedia.org/resource/Ngarrimowro,1,
2100,1,
http://dbpedia.org/resource/Kauma_people,1,
http://dbpedia.org/resource/Djilamatang,1,
spoken by 20–60%,1,
http://dbpedia.org/resource/U'wa_people,1,
http://dbpedia.org/resource/Yami_people,1,
http://dbpedia.org/resource/Ngormbur,1,
http://dbpedia.org/resource/Arab-Berbers,1,
Gepids,1,
870,1,
http://dbpedia.org/resource/Naualko,1,
"Sindhi-Baloch Jats, Kurdish , Iraqi",1,
Primarily Salvadorans,1,
http://dbpedia.org/resource/Mandailing_people,1,
http://dbpedia.org/resource/Tunisians,1,
http://dbpedia.org/resource/Hruso_people,1,
http://dbpedia.org/resource/Nyamwezi_people,1,
1260000,1,
1220,1,
17500,1,
http://dbpedia.org/resource/Wu_Chinese-speaking_people,1,
http://dbpedia.org/resource/Anatolians,1,
http://dbpedia.org/resource/Yoba_people,1,
http://dbpedia.org/resource/Daingnet_people,1,
http://dbpedia.org/resource/Krahô_people,1,
http://dbpedia.org/resource/Himberrong,1,
Ba’ban,1,
http://dbpedia.org/resource/Belgae,1,
http://dbpedia.org/resource/Anēwan,1,
http://dbpedia.org/resource/Magars,1,
Tulamni Yokuts,1,
216,1,
http://dbpedia.org/resource/Ga-Adangbe_people,1,
http://dbpedia.org/resource/Ngarabal,1,
http://dbpedia.org/resource/Malays_(ethnic_group),1,
http://dbpedia.org/resource/Ho_people,1,
http://dbpedia.org/resource/Wik_Epa,1,
http://dbpedia.org/resource/Tehuelche_people,1,
7234,1,
http://dbpedia.org/resource/Yardliyawara,1,
http://dbpedia.org/resource/Wakaman,1,
Cayambe,1,
http://dbpedia.org/resource/Qʼeqchiʼ_people,1,
85.7,1,
Historically Saxons,1,
http://dbpedia.org/resource/Lawa_people,1,
http://dbpedia.org/resource/Azeri,1,
Ndir defined by the language,1,
http://dbpedia.org/resource/Chimakum,1,
Europoean,1,
http://dbpedia.org/resource/Malays_people,1,
http://dbpedia.org/resource/Cahto_people,1,
"Altai, including Chelkans, Telengits, Tubalars",1,
http://dbpedia.org/resource/Kim_people,1,
http://dbpedia.org/resource/Sinixt_people,1,
http://dbpedia.org/resource/Heiban_Nuba_people,1,
http://dbpedia.org/resource/Tama_people,1,
http://dbpedia.org/resource/Para_Naga,1,
60438,1,
http://dbpedia.org/resource/Orang_Seletar,1,
Mostly Balochis & Niazi,1,
Muslim,1,
http://dbpedia.org/resource/Gungu_people,1,
86.3,1,
http://dbpedia.org/resource/Kamayurá_people,1,
Bantawa Kirawa,1,
http://dbpedia.org/resource/Yetimarala,1,
http://dbpedia.org/resource/Kokowara,1,
Kadu,1,
http://dbpedia.org/resource/Iyengar,1,
Nigerian Creoles,1,
http://dbpedia.org/resource/Thaayorre,1,
http://dbpedia.org/resource/Watal,1,
657000,1,
http://dbpedia.org/resource/Kho_people,1,
Scottish Gaels,1,
0.2,1,
http://dbpedia.org/resource/Boro_people,1,
http://dbpedia.org/resource/Greenlandic_Norse_people,1,
http://dbpedia.org/resource/Wintu_people,1,
http://dbpedia.org/resource/Yenish_people,1,
http://dbpedia.org/resource/Defaka_people,1,
90.9,1,
http://dbpedia.org/resource/Chichimeca_Jonaz_people,1,
http://dbpedia.org/resource/Stieng_people,1,
http://dbpedia.org/resource/Kuku_Nyungkal,1,
95.7,1,
Primarily Chicano,1,
http://dbpedia.org/resource/Anyi_people,1,
http://dbpedia.org/resource/Turiwára_people,1,
http://dbpedia.org/resource/Logol_people,1,
http://dbpedia.org/resource/Zarma_people,1,
http://dbpedia.org/resource/United_Kingdom,1,
http://dbpedia.org/resource/Ban_Rawats,1,
Latinos,1,
http://dbpedia.org/resource/Matsés_people,1,
http://dbpedia.org/resource/Koraga_people,1,
http://dbpedia.org/resource/Dauan_Island,1,
http://dbpedia.org/resource/Achang_people,1,
http://dbpedia.org/resource/Atikum_people,1,
http://dbpedia.org/resource/Megleno-Romanians,1,
http://dbpedia.org/resource/Wiru_people,1,
http://dbpedia.org/resource/Zande_people,1,
http://dbpedia.org/resource/Sahtu,1,
http://dbpedia.org/resource/Lanima_people,1,
http://dbpedia.org/resource/Yadaneru,1,
http://dbpedia.org/resource/Tamang_people,1,
http://dbpedia.org/resource/Loma_people,1,
http://dbpedia.org/resource/Italian,1,
http://dbpedia.org/resource/Russian_Jews,1,
http://dbpedia.org/resource/Yaquina_people,1,
http://dbpedia.org/resource/Tacho_people,1,
http://dbpedia.org/resource/Lezgian_people,1,
http://dbpedia.org/resource/Dhudhuroa,1,
1010,1,
700,1,
http://dbpedia.org/resource/Nyaw_people,1,
http://dbpedia.org/resource/Wetawit_people,1,
http://dbpedia.org/resource/Molise_Croats,1,
http://dbpedia.org/resource/Abbé_people,1,
incl. Biangai,1,
http://dbpedia.org/resource/Arbore_people,1,
http://dbpedia.org/resource/Sizang_people,1,
http://dbpedia.org/resource/Jukambal,1,
http://dbpedia.org/resource/Yulparija,1,
560,1,
Canela,1,
0.7,1,
http://dbpedia.org/resource/Nenets_people,1,
http://dbpedia.org/resource/Burusho_people,1,
Chekavar,1,
http://dbpedia.org/resource/Waanyi,1,
"Ikoma people, Nata, Isenye",1,
http://dbpedia.org/resource/Rama_people,1,
280,1,
http://dbpedia.org/resource/Dharawal_people,1,
http://dbpedia.org/resource/Khelma_people,1,
http://dbpedia.org/resource/Ayerrereng,1,
http://dbpedia.org/resource/Hunde_people,1,
http://dbpedia.org/resource/Neutral_Nation,1,
http://dbpedia.org/resource/Mixe_people,1,
320,1,
http://dbpedia.org/resource/Kubu_people,1,
http://dbpedia.org/resource/Lak_people_(Dagestan),1,
http://dbpedia.org/resource/Wardaman_people,1,
http://dbpedia.org/resource/Koko_Njekodi,1,
http://dbpedia.org/resource/Skagit_tribes,1,
12200,1,
http://dbpedia.org/resource/Mangaya_people,1,
http://dbpedia.org/resource/Kambuwal,1,
http://dbpedia.org/resource/Warlpiri_people,1,
Kazakh,1,
http://dbpedia.org/resource/Isleños,1,
Kurd,1,
Dravidian,1,
Indigenous Australian,1,
http://dbpedia.org/resource/Anuak_people,1,
http://dbpedia.org/resource/Bagwere,1,
http://dbpedia.org/resource/Toto_people,1,
http://dbpedia.org/resource/Fernandino_peoples,1,
http://dbpedia.org/resource/Haitians,1,
http://dbpedia.org/resource/Greenlandic_Inuit,1,
7350,1,
http://dbpedia.org/resource/Macorix_people,1,
Querandí etc.,1,
http://dbpedia.org/resource/Watta,1,
http://dbpedia.org/resource/Korku_people,1,
http://dbpedia.org/resource/Natchez_people,1,
http://dbpedia.org/resource/Hispanic,1,
2160,1,
http://dbpedia.org/resource/Shughni_people,1,
19500,1,
formerly Xakriabá people,1,
http://dbpedia.org/resource/Urdu-speaking_people,1,
http://dbpedia.org/resource/Indonesians,1,
http://dbpedia.org/resource/Istanbul_Greeks,1,
8030,1,
http://dbpedia.org/resource/Dyula_people,1,
http://dbpedia.org/resource/Biyaygiri,1,
http://dbpedia.org/resource/Jingili_people,1,
http://dbpedia.org/resource/Atsugewi_people,1,
http://dbpedia.org/resource/Karankawa_people,1,
http://dbpedia.org/resource/Evenks,1,
http://dbpedia.org/resource/Celtiberians,1,
http://dbpedia.org/resource/Mirning_people,1,
http://dbpedia.org/resource/Wunambal,1,
http://dbpedia.org/resource/Wakara_people,1,
http://dbpedia.org/resource/Bedzan_people,1,
http://dbpedia.org/resource/Marrago,1,
http://dbpedia.org/resource/Jarawa_people_(Andaman_Islands),1,
http://dbpedia.org/resource/Aklanon_people,1,
http://dbpedia.org/resource/Marshallese_people,1,
294000,1,
http://dbpedia.org/resource/Macedonian_Albanians,1,
http://dbpedia.org/resource/Ait-Awari_tribe,1,
"Black Namibians, generally Herero and Nama",1,
Yāfiʿī,1,
http://dbpedia.org/resource/Sammamish_people,1,
http://dbpedia.org/resource/Kosovo_Albanians,1,
http://dbpedia.org/resource/Wurango,1,
80000,1,
http://dbpedia.org/resource/Darlong_tribe,1,
http://dbpedia.org/resource/Coquille_people,1,
http://dbpedia.org/resource/Sumuri_people,1,
http://dbpedia.org/resource/Cochin_Jews,1,
http://dbpedia.org/resource/Pomeranians_(Slavic_tribe),1,
http://dbpedia.org/resource/Yidgha-Munji_people,1,
http://dbpedia.org/resource/Saramaka,1,
http://dbpedia.org/resource/Nisenan,1,
9445,1,
http://dbpedia.org/resource/Aweer_people,1,
http://dbpedia.org/resource/Bigambul,1,
http://dbpedia.org/resource/Walmadjari,1,
http://dbpedia.org/resource/Thereila,1,
http://dbpedia.org/resource/Karenggapa,1,
http://dbpedia.org/resource/Kokowalandja,1,
http://dbpedia.org/resource/Kashia_Band_of_Pomo_Indians_of_the_Stewarts_Point_Rancheria,1,
http://dbpedia.org/resource/Punan_Bah_people,1,
http://dbpedia.org/resource/Stoney_First_Nation,1,
http://dbpedia.org/resource/Girramay,1,
http://dbpedia.org/resource/Muringura_people,1,
http://dbpedia.org/resource/Andamanese_peoples,1,
http://dbpedia.org/resource/Alsea_people,1,
http://dbpedia.org/resource/Yarluyandi,1,
http://dbpedia.org/resource/Ngarla,1,
http://dbpedia.org/resource/Miyan_people,1,
http://dbpedia.org/resource/Tamil_People,1,
Tuvan,1,
http://dbpedia.org/resource/Bamana_people,1,
http://dbpedia.org/resource/Djiru_people,1,
http://dbpedia.org/resource/Baruŋgam,1,
93,1,
http://dbpedia.org/resource/Western_Apache_people,1,
http://dbpedia.org/resource/Filipinos_in_Malaysia,1,
http://dbpedia.org/resource/Bokyi_people,1,
Oyster Bay and Big River tribes of Tasmanians,1,
http://dbpedia.org/resource/Kabyle_people,1,
"Mainly Mexicans, Salvadorans, Hondurans, and Guatemalans",1,
http://dbpedia.org/resource/Bungandidj,1,
http://dbpedia.org/resource/Nukak_people,1,
http://dbpedia.org/resource/Tukam_people,1,
97,1,
http://dbpedia.org/resource/Ukwuani_people,1,
http://dbpedia.org/resource/Koasati_people,1,
http://dbpedia.org/resource/Baiyungu,1,
http://dbpedia.org/resource/Layap,1,
http://dbpedia.org/resource/Aka_people,1,
http://dbpedia.org/resource/Tagalag_people,1,
http://dbpedia.org/resource/Awadhi_people,1,
http://dbpedia.org/resource/Votians,1,
http://dbpedia.org/resource/Corsicans,1,
http://dbpedia.org/resource/Liechtensteiner_Americans,1,
http://dbpedia.org/resource/Chang_Naga,1,
http://dbpedia.org/resource/Nubians,1,
http://dbpedia.org/resource/Mongo_people,1,
http://dbpedia.org/resource/Banbai,1,
http://dbpedia.org/resource/Yolngu_people,1,
Acipa,1,
Bunu,1,
Ngan'gimerri and others,1,
http://dbpedia.org/resource/Tai_Dón_people,1,
http://dbpedia.org/resource/Damal_people,1,
http://dbpedia.org/resource/Sümi_Naga,1,
Made men,1,
http://dbpedia.org/resource/Koyukon_people,1,
3690,1,
http://dbpedia.org/resource/Hyderabadi_Muslims,1,
http://dbpedia.org/resource/Miwa_people,1,
http://dbpedia.org/resource/Aneuk_Jamee_people,1,
1340,1,
http://dbpedia.org/resource/Eliri_people,1,
incl. Urapmin,1,
http://dbpedia.org/resource/Agariya_people,1,
3180,1,
http://dbpedia.org/resource/Iberians,1,
http://dbpedia.org/resource/Murrinh-Patha_people,1,
http://dbpedia.org/resource/Wakhi_people,1,
http://dbpedia.org/resource/German_Australians,1,
http://dbpedia.org/resource/Maybrat_people,1,
http://dbpedia.org/resource/Bukusu_tribe_(Luhya),1,
http://dbpedia.org/resource/Haryanvi_people,1,
http://dbpedia.org/resource/Gamit,1,
http://dbpedia.org/resource/Molo_people,1,
http://dbpedia.org/resource/Djerait,1,
Kirat Athpare of Belhara,1,
http://dbpedia.org/resource/Huli_people,1,
http://dbpedia.org/resource/Nandi_people,1,
http://dbpedia.org/resource/Mumuye_people,1,
http://dbpedia.org/resource/Barada_people,1,
http://dbpedia.org/resource/Temoq_people,1,
http://dbpedia.org/resource/Binga_people,1,
http://dbpedia.org/resource/Nyoro_people,1,
Trawara,1,
http://dbpedia.org/resource/Bima_people,1,
http://dbpedia.org/resource/Filipinos_in_Indonesia,1,
http://dbpedia.org/resource/Alabama_people,1,
http://dbpedia.org/resource/Kadazan_people,1,
http://dbpedia.org/resource/Banjara,1,
http://dbpedia.org/resource/Sakata_people,1,
239583,1,
"Suruí do Pará, Asuriní, Parakanã",1,
Tripolitanian Arab,1,
Murri peoples,1,
http://dbpedia.org/resource/Igneri,1,
http://dbpedia.org/resource/Amahuaca_people,1,
Jewish-British,1,
http://dbpedia.org/resource/Yanda_people,1,
http://dbpedia.org/resource/Gê_peoples,1,
http://dbpedia.org/resource/Wilawila,1,
http://dbpedia.org/resource/Tharu_people,1,
http://dbpedia.org/resource/Ritharrngu,1,
http://dbpedia.org/resource/Aboriginal_Tasmanians,1,
http://dbpedia.org/resource/Miknasa,1,
http://dbpedia.org/resource/Mbunda_people,1,
http://dbpedia.org/resource/Jardwadjali,1,
http://dbpedia.org/resource/Domaa_people,1,
