http://dbpedia.org/property/ethnicity,count,adjective
http://dbpedia.org/resource/Khumi_people,1,
790000,1,
http://dbpedia.org/resource/Yakuts,1,
http://dbpedia.org/resource/Hindkowans,1,
http://dbpedia.org/resource/Pedi_people,1,
http://dbpedia.org/resource/Yulu_people,1,
http://dbpedia.org/resource/Kokokulunggur,1,
http://dbpedia.org/resource/Keiga_people,1,
http://dbpedia.org/resource/Catawba_people,1,
http://dbpedia.org/resource/Wappo_people,1,
http://dbpedia.org/resource/Dukha,1,
http://dbpedia.org/resource/Uzbek_people,1,
http://dbpedia.org/resource/Awá-Guajá_people,1,
http://dbpedia.org/resource/Luritja,1,
http://dbpedia.org/resource/Alawa_people,1,
Creole,1,
http://dbpedia.org/resource/Hutu,1,
http://dbpedia.org/resource/Marditjali,1,
1150,1,
http://dbpedia.org/resource/Kaitags,1,
10,1,
http://dbpedia.org/resource/Mwanga_people,1,
http://dbpedia.org/resource/Kono_people,1,
"Primarily Afro-Caribbean, multi-ethnic",1,
http://dbpedia.org/resource/Rungarungawa,1,
792,1,
http://dbpedia.org/resource/Amdang_people,1,
DutchSephardic Jewish,1,
http://dbpedia.org/resource/Tigrinya_people,1,
http://dbpedia.org/resource/Emberá_people,1,
3665,1,
http://dbpedia.org/resource/Kiowa_people,1,
http://dbpedia.org/resource/Meetei,1,
http://dbpedia.org/resource/Nunggubuyu_people,1,
"Quems, Pajalat, etc.",1,
http://dbpedia.org/resource/Balangao_people,1,
http://dbpedia.org/resource/Kam_people,1,
http://dbpedia.org/resource/Pataxó_people,1,
"Castilians, later Spaniards",1,
51221,1,
http://dbpedia.org/resource/Surf_culture,1,
http://dbpedia.org/resource/Tohono_Oʼodham_people,1,
http://dbpedia.org/resource/Erie_people,1,
http://dbpedia.org/resource/Avukaya_people,1,
http://dbpedia.org/resource/Spanish-American,1,
Taiwanese,1,
http://dbpedia.org/resource/Han_Taiwanese,1,
Dargin,1,
46500,1,
http://dbpedia.org/resource/Libyan,1,
http://dbpedia.org/resource/Nkole_people,1,
http://dbpedia.org/resource/Afghan,1,
Asmat people etc.,1,
http://dbpedia.org/resource/Kinga_people,1,
Sicilians & Maltese,1,
http://dbpedia.org/resource/Mende_people,1,
http://dbpedia.org/resource/Duruma_people,1,
http://dbpedia.org/resource/Walangama,1,
http://dbpedia.org/resource/Gulngai,1,
http://dbpedia.org/resource/Akan_people,1,
http://dbpedia.org/resource/Guaycura_people,1,
"Pend d'Oreilles (Kalispel), Flathead, Spokane peoples",1,
http://dbpedia.org/resource/Gugu_Rarmul,1,
http://dbpedia.org/resource/Trique_people,1,
http://dbpedia.org/resource/Kỳikatêjê_people,1,
http://dbpedia.org/resource/Sindhis,1,
http://dbpedia.org/resource/Warnman_people,1,
http://dbpedia.org/resource/Thangal_Naga_people,1,
Colombian,1,
http://dbpedia.org/resource/Marranunggu,1,
Turkish German,1,
370,1,
Americann,1,
http://dbpedia.org/resource/Moyon_Naga_people,1,
http://dbpedia.org/resource/Dhuwal,1,
Caucasion,1,
http://dbpedia.org/resource/Ninanu,1,
http://dbpedia.org/resource/Lamba_people,1,
South African,1,
http://dbpedia.org/resource/Sahewamish_tribe,1,
17200,1,
http://dbpedia.org/resource/Baniwa_people,1,
http://dbpedia.org/resource/Kalabari_tribe,1,
http://dbpedia.org/resource/Maba_people,1,
http://dbpedia.org/resource/Iambi_people,1,
http://dbpedia.org/resource/Korean_American,1,
http://dbpedia.org/resource/Fante_people,1,
http://dbpedia.org/resource/Ososo,1,
http://dbpedia.org/resource/Yalunka_people,1,
See Hells Angels racial policies,1,
http://dbpedia.org/resource/Demographics_of_Bhutan,1,
http://dbpedia.org/resource/German_Americans,1,
http://dbpedia.org/resource/Kunama_people,1,
Digor,1,
http://dbpedia.org/resource/Aguaruna_people,1,
http://dbpedia.org/resource/Sakuye_people,1,
1900,1,
http://dbpedia.org/resource/Mandari_people,1,
http://dbpedia.org/resource/Turks,1,
http://dbpedia.org/resource/Teduray_people,1,
14000,1,
http://dbpedia.org/resource/Liburnians,1,
177000,1,
Zimbabweans,1,
one hundred Chetco ; one thousand Tolowa,1,
Menriq; Batek,1,
"Kanuri , Kanembu",1,
http://dbpedia.org/resource/Kankanaey_people,1,
Yemeni,1,
http://dbpedia.org/resource/Hazara_people,1,
Brahui and Baloch,1,
0.5,1,
http://dbpedia.org/resource/Karakalpaks,1,
Mandayas,1,
"Chinese, Burmese, Thai, Vietnamese, Cambodians, Laotians",1,
http://dbpedia.org/resource/Kuku_Thaypan,1,
http://dbpedia.org/resource/Muruwari,1,
http://dbpedia.org/resource/Zimbabweans_in_the_United_Kingdom,1,
http://dbpedia.org/resource/Wanjiwalku,1,
http://dbpedia.org/resource/Sora_people,1,
Catholic Irish,1,
http://dbpedia.org/resource/Mosopelea,1,
http://dbpedia.org/resource/Asante_people,1,
"Central Asian, predominantly Tajik and Uzbek",1,
Various North American Indigenous Peoples,1,
http://dbpedia.org/resource/Fang_people,1,
http://dbpedia.org/resource/Araba_people,1,
http://dbpedia.org/resource/Shwai_people,1,
http://dbpedia.org/resource/Valley_and_Sierra_Miwok,1,
http://dbpedia.org/resource/Wolof_people,1,
http://dbpedia.org/resource/Safwa_people,1,
http://dbpedia.org/resource/Ewe_people,1,
http://dbpedia.org/resource/Yitha_Yitha,1,
http://dbpedia.org/resource/Mamasa_people,1,
http://dbpedia.org/resource/Paipai_people,1,
http://dbpedia.org/resource/Choinumni,1,
http://dbpedia.org/resource/Jamaicans_of_African_ancestry,1,
http://dbpedia.org/resource/Wukchumni,1,
http://dbpedia.org/resource/Corsican_people,1,
http://dbpedia.org/resource/Karangura,1,
http://dbpedia.org/resource/Yaghnobi_people,1,
http://dbpedia.org/resource/Native_Canadians,1,
http://dbpedia.org/resource/Binbinga,1,
http://dbpedia.org/resource/Pumi_people,1,
http://dbpedia.org/resource/Nipmuck,1,
Anyima,1,
http://dbpedia.org/resource/Sandawe_people,1,
http://dbpedia.org/resource/Bakoko_people,1,
http://dbpedia.org/resource/Nùng_people,1,
http://dbpedia.org/resource/Meru_people,1,
Bhottada Tribe,1,
http://dbpedia.org/resource/Kimbu_people,1,
4652,1,
http://dbpedia.org/resource/Wadjiginy,1,
http://dbpedia.org/resource/Achuar_people,1,
http://dbpedia.org/resource/Patwin_people,1,
http://dbpedia.org/resource/Ekpeye_people,1,
"Peranakan Chinese, Indo, Bohemian",1,
http://dbpedia.org/resource/Maina_Indians,1,
http://dbpedia.org/resource/Talysh_people,1,
http://dbpedia.org/resource/Ringaringa,1,
Southern Netherlands,1,
http://dbpedia.org/resource/Southern_Kayapó_people,1,
Sindhi,1,
"Bayso people, Haro people",1,
http://dbpedia.org/resource/Turu_people,1,
http://dbpedia.org/resource/Bezhta_people,1,
http://dbpedia.org/resource/Motuan_people,1,
http://dbpedia.org/resource/Banjar_people,1,
Tunisian,1,
http://dbpedia.org/resource/Mushungulu,1,
http://dbpedia.org/resource/Kalagan_people,1,
http://dbpedia.org/resource/Indus_Kohistanis,1,
"various, incl. Austrians",1,
http://dbpedia.org/resource/Kota_people_(India),1,
http://dbpedia.org/resource/Makonde_people,1,
http://dbpedia.org/resource/Kalali_people,1,
Cabécar people,1,
http://dbpedia.org/resource/Gamilaraay,1,
http://dbpedia.org/resource/Puadhi_people,1,
"Breton, French",1,
http://dbpedia.org/resource/Uspantek_people,1,
http://dbpedia.org/resource/Garo_people,1,
http://dbpedia.org/resource/Abagusii,1,
http://dbpedia.org/resource/Kombe_people,1,
http://dbpedia.org/resource/Jawi_people,1,
http://dbpedia.org/resource/Sri_Lankan_Tamils,1,
70000,1,
http://dbpedia.org/resource/Kokopera,1,
http://dbpedia.org/resource/Cajuns,1,
http://dbpedia.org/resource/Okpekpe,1,
http://dbpedia.org/resource/Manjiljarra,1,
http://dbpedia.org/resource/Coos_people,1,
19,1,
http://dbpedia.org/resource/Iranian,1,
http://dbpedia.org/resource/Sakhalin_Ainu,1,
"Persians , Ajam, Arab-Persians",1,
http://dbpedia.org/resource/Nanticoke_people,1,
British American,1,
http://dbpedia.org/resource/Chʼortiʼ_people,1,
http://dbpedia.org/resource/Pannonian_Rusyns,1,
http://dbpedia.org/resource/Kwarandji,1,
30900,1,
Moari,1,
http://dbpedia.org/resource/Maridjabin,1,
http://dbpedia.org/resource/Puyallup_tribe,1,
"Oy, Jeng, Sok, Sapuan",1,
http://dbpedia.org/resource/Lopit_people,1,
http://dbpedia.org/resource/Suba_people_(Kenya),1,
http://dbpedia.org/resource/Mocoví_people,1,
Kishtwari,1,
http://dbpedia.org/resource/Rukai_people,1,
http://dbpedia.org/resource/Banna_people,1,
http://dbpedia.org/resource/Miriwung_people,1,
http://dbpedia.org/resource/Caucasian,1,
http://dbpedia.org/resource/Lele_people,1,
http://dbpedia.org/resource/Jurchen_people,1,
"English, Anglo-Irish",1,
http://dbpedia.org/resource/Gallaeci,1,
Korean,1,
http://dbpedia.org/resource/Buddhism,1,
http://dbpedia.org/resource/Wadi_Wadi,1,
66000,1,
• Banyumasan,1,
http://dbpedia.org/resource/Kokobididji,1,
http://dbpedia.org/resource/Burmese_Malays,1,
http://dbpedia.org/resource/Yagua_people,1,
http://dbpedia.org/resource/Austronesian_peoples,1,
http://dbpedia.org/resource/Yambina,1,
http://dbpedia.org/resource/Inca_people,1,
http://dbpedia.org/resource/Dongotono_people,1,
8162,1,
http://dbpedia.org/resource/Blacksmiths_of_western_Africa,1,
http://dbpedia.org/resource/Khwaja,1,
http://dbpedia.org/resource/Singpho_people,1,
Tamang/Moormi,1,
http://dbpedia.org/resource/Lydians,1,
http://dbpedia.org/resource/Va_people,1,
85000,1,
http://dbpedia.org/resource/Gulidjan_people,1,
http://dbpedia.org/resource/Simbari_people,1,
http://dbpedia.org/resource/Isanzu_people,1,
http://dbpedia.org/resource/Magahi_people,1,
http://dbpedia.org/resource/Amuzgo_people,1,
Scottish,1,
http://dbpedia.org/resource/Chakosi_people,1,
http://dbpedia.org/resource/Cañari,1,
http://dbpedia.org/resource/Gadsup_people,1,
http://dbpedia.org/resource/Zapotec_people,1,
http://dbpedia.org/resource/Yaako,1,
http://dbpedia.org/resource/Mbede_people,1,
Ndendeule,1,
7910,1,
4.1,1,
http://dbpedia.org/resource/Turumbu_people,1,
http://dbpedia.org/resource/Dungan_people,1,
http://dbpedia.org/resource/Venda_people,1,
http://dbpedia.org/resource/Ayoreo_people,1,
http://dbpedia.org/resource/Taivoan_people,1,
http://dbpedia.org/resource/Saho_people,1,
http://dbpedia.org/resource/Blang_people,1,
http://dbpedia.org/resource/Chirr_Naga,1,
http://dbpedia.org/resource/Taribelang,1,
http://dbpedia.org/resource/Eipo_people,1,
http://dbpedia.org/resource/Irminones,1,
120,1,
http://dbpedia.org/resource/Samia_tribe,1,
Dagomba,1,
http://dbpedia.org/resource/Maridan,1,
http://dbpedia.org/resource/Hattians,1,
3100,1,
16000,1,
http://dbpedia.org/resource/Burun_people,1,
Nasirabadi Naqvi Sayyid,1,
http://dbpedia.org/resource/Babalia_people,1,
http://dbpedia.org/resource/Gudjal,1,
16300,1,
http://dbpedia.org/resource/Angami_Naga,1,
http://dbpedia.org/resource/Buluwai,1,
http://dbpedia.org/resource/Pilatapa,1,
http://dbpedia.org/resource/Yanyuwa_people,1,
http://dbpedia.org/resource/Kureinji,1,
http://dbpedia.org/resource/Warki,1,
http://dbpedia.org/resource/Qo_Xiong_people,1,
http://dbpedia.org/resource/Wiradjuri,1,
http://dbpedia.org/resource/Numidians,1,
http://dbpedia.org/resource/Omagua_people,1,
Mizo and Chin,1,
41000,1,
http://dbpedia.org/resource/Wemba-Wemba,1,
88750,1,
http://dbpedia.org/resource/Malagasy_people,1,
http://dbpedia.org/resource/Kalanga_people,1,
http://dbpedia.org/resource/Ramindjeri,1,
http://dbpedia.org/resource/Armenian_people,1,
http://dbpedia.org/resource/Bugun,1,
http://dbpedia.org/resource/Urarina_people,1,
Mengisa,1,
http://dbpedia.org/resource/Djaberadjabera,1,
Perhaps 100–250 Sentinelese people,1,
http://dbpedia.org/resource/Guanches,1,
http://dbpedia.org/resource/Turkish_Cypriots,1,
http://dbpedia.org/resource/Kenyah_people,1,
http://dbpedia.org/resource/Dâw_people,1,
http://dbpedia.org/resource/Bharia_people,1,
http://dbpedia.org/resource/Kwaio_people,1,
Baluba-Kasai,1,
http://dbpedia.org/resource/Ngaiawang,1,
http://dbpedia.org/resource/Keres_people,1,
http://dbpedia.org/resource/Julaolinja,1,
http://dbpedia.org/resource/Benga_people,1,
http://dbpedia.org/resource/Haush_people,1,
http://dbpedia.org/resource/Idoma_people,1,
http://dbpedia.org/resource/Yalarnnga,1,
http://dbpedia.org/resource/Mbabaram_people,1,
http://dbpedia.org/resource/Ka'apor,1,
http://dbpedia.org/resource/Kanga_people,1,
http://dbpedia.org/resource/Baltic_Finnic_peoples,1,
http://dbpedia.org/resource/Krongo_Nuba_people,1,
http://dbpedia.org/resource/Chambri_people,1,
http://dbpedia.org/resource/Yamaye,1,
Australian,1,
Bora,1,
http://dbpedia.org/resource/Yakoma_people,1,
http://dbpedia.org/resource/Khasi_people,1,
http://dbpedia.org/resource/Yawarrawarrka,1,
http://dbpedia.org/resource/Soga_people,1,
http://dbpedia.org/resource/Ngawun,1,
Filipino American,1,
http://dbpedia.org/resource/Tajiks_of_Pakistan,1,
http://dbpedia.org/resource/Filipinos,1,
http://dbpedia.org/resource/Kerinci_people,1,
http://dbpedia.org/resource/Jews_of_Catalonia,1,
Creek,1,
http://dbpedia.org/resource/Iraqis,1,
http://dbpedia.org/resource/Lani_people,1,
http://dbpedia.org/resource/Khakas_people,1,
http://dbpedia.org/resource/Alngith,1,
Susquehannock,1,
http://dbpedia.org/resource/Bali_people,1,
http://dbpedia.org/resource/Old_Prussians,1,
http://dbpedia.org/resource/Manda_people,1,
4280,1,
http://dbpedia.org/resource/Paiter_people,1,
http://dbpedia.org/resource/Gandangara,1,
Greek,1,
"Rarin and neighboring villages of Bedup, Kaukombar, Bobom, Viab, Suraten, Tamokot and Simbine",1,
Moxo people,1,
http://dbpedia.org/resource/Agaw_people,1,
1130,1,
http://dbpedia.org/resource/Amazigh,1,
Jukudeitse,1,
http://dbpedia.org/resource/Vagri,1,
http://dbpedia.org/resource/Tokelauan_people,1,
http://dbpedia.org/resource/Japanese_People,1,
http://dbpedia.org/resource/Asháninka_people,1,
http://dbpedia.org/resource/Inawongga,1,
http://dbpedia.org/resource/Badimaya,1,
http://dbpedia.org/resource/Yiman_people,1,
"Portuguese, Hawaiian",1,
http://dbpedia.org/resource/White_people,1,
http://dbpedia.org/resource/Sotho_people,1,
http://dbpedia.org/resource/Thami,1,
http://dbpedia.org/resource/Roman_Africans,1,
http://dbpedia.org/resource/Weki_Weki,1,
http://dbpedia.org/resource/Ngbandi_people,1,
"English, Possibly Germany",1,
http://dbpedia.org/resource/Gooniyandi,1,
http://dbpedia.org/resource/Gadaba_people,1,
Basters,1,
http://dbpedia.org/resource/Tangut_people,1,
http://dbpedia.org/resource/Kungadutji,1,
http://dbpedia.org/resource/Barngarla_people,1,
http://dbpedia.org/resource/Barapa_Barapa,1,
220,1,
Jejuans,1,
http://dbpedia.org/resource/Maiawali,1,
http://dbpedia.org/resource/Jemez_Pueblo,1,
2040,1,
Batak,1,
"Polish, Ruthenian , Lithuanian",1,
http://dbpedia.org/resource/Gejia_people,1,
290,1,
http://dbpedia.org/resource/Kamëntsá,1,
http://dbpedia.org/resource/Azerbaijani_people,1,
http://dbpedia.org/resource/Kadugli_people,1,
one thousand Boruca people,1,
http://dbpedia.org/resource/Banda_people,1,
Ranghar,1,
http://dbpedia.org/resource/Chiru_Naga,1,
6670,1,
http://dbpedia.org/resource/Mal_people,1,
http://dbpedia.org/resource/Turkic_peoples,1,
http://dbpedia.org/resource/Yemaek,1,
http://dbpedia.org/resource/Secoya_people,1,
Afridi tribe,1,
http://dbpedia.org/resource/Tai_Phake_people,1,
http://dbpedia.org/resource/Waluwara,1,
Thadou people and Kuki people,1,
http://dbpedia.org/resource/Niabali,1,
http://dbpedia.org/resource/Kheng_people,1,
http://dbpedia.org/resource/Ingessana_people,1,
http://dbpedia.org/resource/Lorhon_people,1,
http://dbpedia.org/resource/Yir-Yoront_people,1,
http://dbpedia.org/resource/Minjambuta,1,
http://dbpedia.org/resource/Cree,1,
Anu (northern Anung) of Nu nationalityDerung people,1,
http://dbpedia.org/resource/Worimi_people,1,
http://dbpedia.org/resource/Matuntara,1,
http://dbpedia.org/resource/Kugu_Nganhcara,1,
http://dbpedia.org/resource/Yuruwinga,1,
http://dbpedia.org/resource/Hmong_people,1,
Alacaluf people,1,
http://dbpedia.org/resource/Ngalakgan,1,
http://dbpedia.org/resource/Marachi_tribe_(Luhya),1,
http://dbpedia.org/resource/Ibanag_people,1,
http://dbpedia.org/resource/Tem_people,1,
Anyar,1,
http://dbpedia.org/resource/Binigura,1,
http://dbpedia.org/resource/Palula_people,1,
http://dbpedia.org/resource/Morokodo_people,1,
http://dbpedia.org/resource/Ngameni,1,
http://dbpedia.org/resource/Yangman,1,
http://dbpedia.org/resource/Yamba_people,1,
http://dbpedia.org/resource/Yolmo_people,1,
http://dbpedia.org/resource/Zia_people_(Papua_New_Guinea),1,
http://dbpedia.org/resource/Anauls,1,
http://dbpedia.org/resource/Sogap_people,1,
http://dbpedia.org/resource/Hajong_people,1,
"Bulgarian, partially Cuman",1,
http://dbpedia.org/resource/Czech_people,1,
Predominantly of Samoan descent,1,
http://dbpedia.org/resource/Namboodiri,1,
http://dbpedia.org/resource/Raute_people,1,
Kurdish,1,
http://dbpedia.org/resource/Lipoveni,1,
"Bidjara, Kongabula, Maranganji, Gunya, Wadja, Gayiri, Wadjalang, Wadjabangai, Iningai, Mandandanji, Gunggari, Koamu , ?Ganulu, ?Nguri, ?Yagalingu",1,
http://dbpedia.org/resource/Haida_people,1,
http://dbpedia.org/resource/Taveta_people,1,
http://dbpedia.org/resource/Arem_people,1,
http://dbpedia.org/resource/Molala_people,1,
Resians,1,
http://dbpedia.org/resource/Haya_people,1,
http://dbpedia.org/resource/Chasta_Costa_people,1,
"Girirra people, Somali people",1,
http://dbpedia.org/resource/Yurok,1,
http://dbpedia.org/resource/Yaruro_people,1,
http://dbpedia.org/resource/Sinhalese_People,1,
http://dbpedia.org/resource/Gungurugoni,1,
http://dbpedia.org/resource/Bemba_people,1,
http://dbpedia.org/resource/Zuni_people,1,
http://dbpedia.org/resource/Dwe'e_people,1,
http://dbpedia.org/resource/Suyá_people,1,
Deloo/Ntrubo,1,
http://dbpedia.org/resource/Wakka_Wakka,1,
http://dbpedia.org/resource/Chané_people,1,
http://dbpedia.org/resource/Occitans,1,
http://dbpedia.org/resource/Atwot_people,1,
http://dbpedia.org/resource/Kingdom_of_Reman,1,
http://dbpedia.org/resource/Yoa-Lokpa_people,1,
http://dbpedia.org/resource/Jukun_people_(Australia),1,
http://dbpedia.org/resource/Ovambo_people,1,
http://dbpedia.org/resource/Vietnamese,1,
http://dbpedia.org/resource/Baoulé_people,1,
760,1,
Brazilian,1,
http://dbpedia.org/resource/Nyigina_people,1,
http://dbpedia.org/resource/Kombio_people,1,
http://dbpedia.org/resource/Borana_Oromo_people,1,
Indo-Fijians and the Indo-Fijian diaspora,1,
Manzhang Dai,1,
http://dbpedia.org/resource/Seminole,1,
20700,1,
17044,1,
http://dbpedia.org/resource/Dani_people,1,
http://dbpedia.org/resource/Tiriyó_people,1,
http://dbpedia.org/resource/Idakho_tribe_(Luhya),1,
http://dbpedia.org/resource/Bafia_people,1,
have Monegasque nationality,1,
http://dbpedia.org/resource/Miskito_people,1,
http://dbpedia.org/resource/Urums,1,
http://dbpedia.org/resource/Dom_people,1,
http://dbpedia.org/resource/Karelians,1,
Norman French,1,
"Gunaikurnai , Bidawal",1,
http://dbpedia.org/resource/Kaligi_people,1,
http://dbpedia.org/resource/Nomlaki_people,1,
http://dbpedia.org/resource/Filipinos_of_Japanese_descent,1,
http://dbpedia.org/resource/Lardil_people,1,
http://dbpedia.org/resource/Gurindji_people,1,
http://dbpedia.org/resource/Daju_people,1,
http://dbpedia.org/resource/Pangwala,1,
http://dbpedia.org/resource/Awarai,1,
Braji people including the Mathurs,1,
"Aranama, Tamique",1,
Scandinavians,1,
Elfdalians,1,
http://dbpedia.org/resource/Erawirung,1,
http://dbpedia.org/resource/Nagara_people,1,
http://dbpedia.org/resource/Gaddis,1,
"Bundjalung people , Western Bundjalung people, Githabul, Yugambeh people",1,
940,1,
http://dbpedia.org/resource/Karenni_people,1,
http://dbpedia.org/resource/Casson,1,
http://dbpedia.org/resource/Icelanders,1,
Rizvi Sayed,1,
http://dbpedia.org/resource/Bulgars,1,
http://dbpedia.org/resource/Assyrian/Syriac_people,1,
http://dbpedia.org/resource/Manusela_people,1,
http://dbpedia.org/resource/Uutaalnganu,1,
http://dbpedia.org/resource/Sasak_people,1,
Bajibaro,1,
"Myene , Bongo",1,
http://dbpedia.org/resource/Kele_people_(Congo),1,
http://dbpedia.org/resource/Ghomara_(tribe),1,
http://dbpedia.org/resource/Korowai_people,1,
http://dbpedia.org/resource/Pnar_people,1,
http://dbpedia.org/resource/Shuar_people,1,
Panare people,1,
Ndwewe,1,
http://dbpedia.org/resource/Guaycuru_peoples,1,
http://dbpedia.org/resource/Maraura,1,
http://dbpedia.org/resource/Chokwe_people,1,
http://dbpedia.org/resource/Cinta_Larga_people,1,
http://dbpedia.org/resource/Mian_people,1,
http://dbpedia.org/resource/Kerewe_people,1,
http://dbpedia.org/resource/Cape_Verdeans,1,
97.7,1,
"Malay, Chinese, Javanese, Batak",1,
http://dbpedia.org/resource/Torwali_people,1,
http://dbpedia.org/resource/Nage,1,
http://dbpedia.org/resource/Karani,1,
http://dbpedia.org/resource/Alyawarre,1,
http://dbpedia.org/resource/Darkinjung,1,
http://dbpedia.org/resource/Haiǁom_people,1,
http://dbpedia.org/resource/Wanji_people,1,
http://dbpedia.org/resource/Chenouas,1,
http://dbpedia.org/resource/Rohingya_people,1,
http://dbpedia.org/resource/Toposa_people,1,
Egyptian,1,
http://dbpedia.org/resource/Garhwali_people,1,
http://dbpedia.org/resource/Indian,1,
"Mitsogho, Bongo Pygmies",1,
• Bantenese,1,
http://dbpedia.org/resource/Bouyei_people,1,
http://dbpedia.org/resource/Trinidadian,1,
"Predominantly Russians, Russian Jews and Ukrainians",1,
http://dbpedia.org/resource/Luguru_people,1,
http://dbpedia.org/resource/Wapishana_people,1,
http://dbpedia.org/resource/Western_Desert_cultural_bloc,1,
http://dbpedia.org/resource/Taroko_people,1,
http://dbpedia.org/resource/Tagale,1,
http://dbpedia.org/resource/Papora_people,1,
http://dbpedia.org/resource/Widi_people,1,
http://dbpedia.org/resource/Sonjo_people,1,
http://dbpedia.org/resource/Malngin,1,
http://dbpedia.org/resource/Hanis_people,1,
http://dbpedia.org/resource/Nahuas,1,
http://dbpedia.org/resource/Ikwo_people,1,
http://dbpedia.org/resource/Montenegrins_(ethnic_group),1,
http://dbpedia.org/resource/Anglo-Norman,1,
2.7,1,
http://dbpedia.org/resource/Douala_people,1,
http://dbpedia.org/resource/Gaagudju,1,
"perhaps 5,000",1,
http://dbpedia.org/resource/Kadiweu,1,
http://dbpedia.org/resource/Kiga_people,1,
http://dbpedia.org/resource/Baka_people_(Cameroon_and_Gabon),1,
http://dbpedia.org/resource/Kalaallit,1,
http://dbpedia.org/resource/Mingrelians,1,
http://dbpedia.org/resource/Embu_people,1,
"Yingkarta , ?Maia",1,
91.8,1,
http://dbpedia.org/resource/Damba_people,1,
Bani Javan Amoli,1,
http://dbpedia.org/resource/Comecrudo_people,1,
Tai,1,
http://dbpedia.org/resource/Kavalan_people,1,
http://dbpedia.org/resource/Maronites_in_Cyprus,1,
http://dbpedia.org/resource/Esan_people,1,
http://dbpedia.org/resource/Pennsylvania_Dutch,1,
http://dbpedia.org/resource/Dakota_people,1,
http://dbpedia.org/resource/Tangsa_people,1,
http://dbpedia.org/resource/Kalibal,1,
http://dbpedia.org/resource/Huambisa_people,1,
"Jbalas, Ghomaras, Sanhajas de Srayr",1,
7220,1,
http://dbpedia.org/resource/Finns,1,
http://dbpedia.org/resource/Nyawaygi,1,
http://dbpedia.org/resource/Sha_people,1,
http://dbpedia.org/resource/Fanti_people,1,
http://dbpedia.org/resource/Japanese_American,1,
Northwestern tribe of Tasmanians,1,
http://dbpedia.org/resource/Beriguruk,1,
http://dbpedia.org/resource/Tsachila_people,1,
http://dbpedia.org/resource/Woppaburra,1,
http://dbpedia.org/resource/Odual_people,1,
http://dbpedia.org/resource/Holikachuk_people,1,
http://dbpedia.org/resource/Songhai_people,1,
http://dbpedia.org/resource/Tjuroro_people,1,
http://dbpedia.org/resource/Buginese_people,1,
http://dbpedia.org/resource/Mbube_people,1,
http://dbpedia.org/resource/Suruí_do_Pará_people,1,
http://dbpedia.org/resource/Turi_(Caste),1,
Bafanji,1,
http://dbpedia.org/resource/Amhara_people,1,
http://dbpedia.org/resource/Acehnese_people,1,
http://dbpedia.org/resource/Lebanon,1,
http://dbpedia.org/resource/Tsetsaut_people,1,
http://dbpedia.org/resource/Orokaiva_people,1,
http://dbpedia.org/resource/Nagpuria_people,1,
http://dbpedia.org/resource/Seediq_people,1,
http://dbpedia.org/resource/Phuan_people,1,
http://dbpedia.org/resource/Taita_people,1,
http://dbpedia.org/resource/Ganwa,1,
http://dbpedia.org/resource/Dai_Chin,1,
http://dbpedia.org/resource/Louisiana_Creoles,1,
http://dbpedia.org/resource/Mechoopda,1,
http://dbpedia.org/resource/Nimanburu,1,
http://dbpedia.org/resource/East_Indians,1,
Jaring Halus Malays,1,
http://dbpedia.org/resource/Kalibamu,1,
http://dbpedia.org/resource/Multicultural,1,
500002000,1,
http://dbpedia.org/resource/Yuki_people,1,
http://dbpedia.org/resource/Makarrwanhalmirr,1,
http://dbpedia.org/resource/White_British,1,
Dumi  Rai,1,
http://dbpedia.org/resource/Palta_people,1,
Munda and Bhumij,1,
7900,1,
http://dbpedia.org/resource/Fayu_people,1,
http://dbpedia.org/resource/Suku_people,1,
http://dbpedia.org/resource/Tutelo_people,1,
http://dbpedia.org/resource/Karkin_people,1,
http://dbpedia.org/resource/Talodi_people,1,
http://dbpedia.org/resource/Sanga_people,1,
http://dbpedia.org/resource/Baltic_German,1,
Sardinians from the region of Gallura,1,
http://dbpedia.org/resource/Sotho-Tswana_peoples,1,
http://dbpedia.org/resource/Birifor_people,1,
"Italians could become ""made men"" and other ethnicities as associates",1,
0.97,1,
Arabs and several peoples of the MENA region,1,
http://dbpedia.org/resource/Wovea_people,1,
Predominantly African American,1,
http://dbpedia.org/resource/Yaaku_people,1,
http://dbpedia.org/resource/Thaua_people,1,
http://dbpedia.org/resource/Laz_people,1,
http://dbpedia.org/resource/Gbagyi_people,1,
http://dbpedia.org/resource/Pazeh_people,1,
http://dbpedia.org/resource/Temuan_people,1,
http://dbpedia.org/resource/Uw_Oykangand,1,
http://dbpedia.org/resource/A-Hmao,1,
http://dbpedia.org/resource/Kariera,1,
http://dbpedia.org/resource/Flemish_people,1,
http://dbpedia.org/resource/Abui_people,1,
http://dbpedia.org/resource/British_American,1,
http://dbpedia.org/resource/Serrano_people,1,
http://dbpedia.org/resource/Yaka_people,1,
http://dbpedia.org/resource/Sadan_peoples,1,
http://dbpedia.org/resource/Katla_people,1,
http://dbpedia.org/resource/Miju_Mishmi_tribe,1,
http://dbpedia.org/resource/Malgana_people,1,
http://dbpedia.org/resource/Arebhashe,1,
610,1,
http://dbpedia.org/resource/Mijikenda_peoples,1,
http://dbpedia.org/resource/Wilyakali,1,
Atayal people,1,
http://dbpedia.org/resource/Shatt_people,1,
http://dbpedia.org/resource/Koa_people,1,
